39.4456;46.80891;;
38.23459;47.13721;;
38.23235;47.12618;;
38.44194;47.14692;;
38.55491;47.12461;;
38.77356;47.16922;;
38.86467;47.17913;;
38.94484;47.19894;;
38.94166;47.24606;;
38.95674;47.26732;;
38.98922;47.27283;;
39.03563;47.26496;;
39.05883;47.27991;;
39.09131;47.28699;;
39.11568;47.28699;;
39.13772;47.28699;;
39.16324;47.28699;;
39.19109;47.28699;;
39.20153;47.2807;;
39.21661;47.26889;;
39.23053;47.26181;;
39.2608;47.25089;;
39.23909;47.24598;;
39.22607;47.23518;;
39.22607;47.21749;;
39.2145;47.188;;
39.22607;47.18112;;
39.24054;47.1703;;
39.24343;47.15653;;
39.23041;47.1398;;
39.2362;47.12898;;
39.25501;47.11126;;
39.25356;47.10141;;
39.23765;47.09156;;
39.24343;47.08466;;
39.25356;47.07875;;
39.26514;47.07383;;
39.27237;47.06299;;
39.2796;47.062;;
39.29262;47.05806;;
39.30709;47.05412;;
39.29986;47.02454;;
39.24054;47.01665;;
39.1899;47.0344;;
39.11467;47.02651;;
39.10454;47.03933;;
39.09152;47.0344;;
39.05969;47.02158;;
39.02642;47.00382;;
38.91935;46.95545;;
38.90778;46.9673;;
38.89042;46.96039;;
38.87161;46.94953;;
38.86582;46.93866;;
38.86148;46.92681;;
38.83689;46.90902;;
38.81808;46.90309;;
38.78046;46.8932;;
38.7631;46.88628;;
38.75008;46.88826;;
38.73416;46.88233;;
38.69221;46.86947;;
38.68931;46.83583;;
38.87016;46.82989;;
38.87306;46.84078;;
38.93527;46.84474;;
38.93816;46.83187;;
38.90344;46.8289;;
38.90166;46.73799;;
38.87172;46.73457;;
38.86673;46.58044;;
38.89916;46.571;;
38.9079;46.63015;;
38.92661;46.62929;;
38.92911;46.61558;;
38.94158;46.61987;;
38.94408;46.63101;;
38.96903;46.63358;;
38.97651;46.62415;;
38.99148;46.62158;;
39.00646;46.62244;;
39.02267;46.63101;;
39.02891;46.643;;
39.04014;46.63358;;
39.04513;46.62244;;
39.06509;46.60358;;
39.07008;46.59844;;
39.13121;46.59244;;
39.14494;46.61987;;
39.14868;46.61987;;
39.15367;46.60873;;
39.15617;46.60787;;
39.17114;46.61473;;
39.17737;46.61473;;
39.19983;46.60787;;
39.20856;46.61387;;
39.20607;46.68838;;
39.22603;46.68838;;
39.22853;46.71661;;
39.26346;46.71233;;
39.26471;46.7961;;
39.33706;46.79524;;
39.3458;46.80635;;
39.41067;46.80378;;
39.4438;46.82241;;
39.48649;46.82312;;
39.48957;46.81009;;
39.56158;46.81009;;
39.56364;46.79179;;
39.71726;46.8036;;
39.71956;46.80753;;
39.72416;46.80674;;
39.73507;46.80045;;
39.84191;46.79101;;
39.84018;46.77489;;
40.05806;46.77547;;
40.06291;46.75223;;
40.07422;46.74891;;
40.08391;46.73009;;
40.11623;46.73673;;
40.11623;46.64918;;
40.09862;46.64926;;
40.10128;46.62914;;
40.09395;46.62731;;
40.08063;46.63188;;
40.07131;46.63051;;
40.06454;46.53244;;
40.21924;46.53796;;
40.21924;46.45026;;
40.29354;46.45026;;
40.30416;46.3844;;
40.25108;46.3551;;
40.336;46.29646;;
40.72876;46.27445;;
40.72876;46.23776;;
40.90922;46.23041;;
40.90922;46.27445;;
40.99414;46.27445;;
41.02599;46.21572;;
40.98353;46.14958;;
41.02599;46.12751;;
41.10029;46.06126;;
41.15337;45.96542;;
41.15337;45.95066;;
41.39752;45.94328;;
41.39279;45.99976;;
41.48634;45.99976;;
41.62744;45.97442;;
41.71782;45.98103;;
41.70196;46.0559;;
41.63854;46.13946;;
41.64964;46.16911;;
41.63379;46.18777;;
41.64013;46.19436;;
41.65281;46.18777;;
41.67818;46.19656;;
41.70989;46.21521;;
41.7416;46.19326;;
41.7416;46.18558;;
41.85734;46.14275;;
41.88112;46.17241;;
41.96357;46.1746;;
41.9604;46.20094;;
41.90173;46.20204;;
41.91283;46.25798;;
41.96991;46.25359;;
41.96674;46.29743;;
42.157;46.29743;;
42.16968;46.29195;;
42.18078;46.34123;;
42.16492;46.37734;;
42.10309;46.37624;;
42.05235;46.54117;;
42.18712;46.5597;;
42.22993;46.55207;;
42.28384;46.53135;;
42.42283;46.50731;;
42.41899;46.48613;;
42.50744;46.46495;;
42.58435;46.38277;;
42.77279;46.37216;;
42.78817;46.39338;;
42.93815;46.44375;;
43.3381;46.16214;;
43.54192;46.15414;;
43.62653;46.17545;;
43.74253;46.35954;;
43.74253;46.38935;;
43.82176;46.37445;;
43.87217;46.3297;;
43.86497;46.27995;;
43.95861;46.3297;;
43.98621;46.3645;;
43.9232;46.38902;;
43.93128;46.4269;;
43.91189;46.42356;;
43.92966;46.53593;;
43.80687;46.57148;;
43.82141;46.59369;;
43.88119;46.62033;;
43.91512;46.67801;;
43.88948;46.69547;;
43.9111;46.71465;;
44.04077;46.76954;;
44.07637;46.8322;;
44.15901;46.82089;;
44.27036;46.90926;;
44.33523;47.13463;;
44.32203;47.43176;;
44.32203;47.47473;;
44.24638;47.48291;;
44.24032;47.55852;;
44.14954;47.54831;;
44.12836;47.41538;;
43.95587;47.3908;;
43.92561;47.33341;;
43.94982;47.25542;;
43.78641;47.2698;;
43.77734;47.36007;;
43.69866;47.47473;;
43.64116;47.44199;;
43.59275;47.47882;;
43.39;47.46655;;
43.30224;47.44609;;
43.14489;47.46655;;
43.16304;47.54831;;
43.04805;47.56057;;
43.042;47.54423;;
42.99964;47.50745;;
42.93911;47.50131;;
42.87254;47.62995;;
42.83018;47.65442;;
42.8332;47.67479;;
42.76965;47.73996;;
42.70913;47.8883;;
42.63651;47.90656;;
42.53362;47.97954;;
42.51849;48.02206;;
42.37423;48.02428;;
42.35281;48.04935;;
42.32067;48.03502;;
42.20284;48.03502;;
42.16;48.01711;;
42.13857;48.02428;;
42.05288;48.02069;;
42.02075;48.0386;;
42.01539;48.07798;;
42.05824;48.09944;;
42.12786;48.1209;;
42.09573;48.23518;;
42.06359;48.23518;;
42.05824;48.24945;;
42.16535;48.27084;;
42.07431;48.42035;;
42.2082;48.45233;;
42.3046;48.51623;;
42.50812;48.51623;;
42.62595;48.55878;;
42.66344;48.59422;;
42.71164;48.59422;;
42.65273;48.70391;;
42.75449;48.77455;;
42.74913;48.82394;;
42.67951;48.86623;;
42.67415;48.91905;;
42.70629;48.94368;;
42.58846;48.97182;;
42.50277;49.01047;;
42.42243;48.99642;;
42.33138;49.04208;;
42.36887;49.08419;;
42.32067;49.12977;;
42.16535;49.12276;;
42.03146;49.14379;;
42.1118;49.17531;;
42.10079;49.19748;;
42.04894;49.21342;;
42.06724;49.26519;;
42.0774;49.25524;;
42.10587;49.27116;;
42.0896;49.28443;;
42.10079;49.31426;;
42.07334;49.31293;;
42.0652;49.34871;;
42.04386;49.3838;;
42.05097;49.42018;;
42.08452;49.48627;;
42.13346;49.59819;;
42.18612;49.66811;;
42.17296;49.70815;;
42.12406;49.74722;;
42.05428;49.76763;;
42.00294;49.82457;;
41.92526;49.84919;;
41.88313;49.90434;;
41.83837;49.91791;;
41.84363;49.91367;;
41.76332;49.91197;;
41.72514;49.9374;;
41.67643;49.95858;;
41.62377;49.95943;;
41.57769;49.98906;;
41.61485;50.05704;;
41.49783;50.0868;;
41.41392;50.1986;;
41.38742;50.20425;;
41.34988;50.21556;;
41.28364;50.17032;;
41.3808;50.11796;;
41.37638;50.08255;;
41.34105;50.07122;;
41.33001;50.0457;;
41.31676;50.04286;;
41.30131;50.02159;;
41.19974;50.00598;;
41.07608;49.92502;;
41.03855;49.86243;;
41.04517;49.80974;;
41.02309;49.80261;;
40.91931;49.6999;;
40.79566;49.69133;;
40.77358;49.6699;;
40.68746;49.66275;;
40.65434;49.67418;;
40.63668;49.65274;;
40.64551;49.63273;;
40.59031;49.62701;;
40.5594;49.58408;;
40.46003;49.57119;;
40.38717;49.58408;;
40.28339;49.62558;;
40.1774;49.63702;;
40.13912;49.61484;;
40.14286;49.60029;;
40.17282;49.56752;;
40.03803;49.52258;;
40.04178;49.5007;;
40.02867;49.4557;;
40.04926;49.44109;;
40.06424;49.41674;;
40.11104;49.3875;;
40.1672;49.37044;;
40.17469;49.35703;;
40.19715;49.33996;;
40.18592;49.30091;;
40.18592;49.28504;;
40.21774;49.26306;;
40.2271;49.25084;;
40.19154;49.24106;;
40.13725;49.24228;;
40.1204;49.22762;;
40.08483;49.19337;;
40.03429;49.18236;;
39.99498;49.14931;;
39.9392;49.08191;;
39.94249;49.05712;;
39.79609;49.06035;;
39.67107;49.04418;;
39.67107;48.9978;;
39.69739;49.00535;;
39.72535;48.97729;;
39.78293;48.91571;;
39.82715;48.88617;;
39.98892;48.87053;;
40.05077;48.91276;;
40.07218;48.87522;;
39.97464;48.79693;;
39.88186;48.82513;;
39.79384;48.84392;;
39.73436;48.74989;;
39.71295;48.69496;;
39.70106;48.6494;;
39.66299;48.61167;;
39.68203;48.59436;;
39.78432;48.59908;;
39.85094;48.57548;;
39.86283;48.50617;;
39.83101;48.46679;;
39.93281;48.38104;;
39.83884;48.33161;;
39.90149;48.27692;;
39.98371;48.30557;;
40.01112;48.23521;;
39.93673;48.22477;;
39.92107;48.1778;;
39.84667;48.07849;;
39.87408;48.04447;;
39.76837;48.04447;;
39.81927;47.98685;;
39.78011;47.88455;;
39.75662;47.83989;;
39.54127;47.82938;;
39.46688;47.8504;;
39.42381;47.82938;;
39.38466;47.86879;;
39.25153;47.86616;;
39.10275;47.84777;;
39.05577;47.86879;;
38.88349;47.86879;;
38.81693;47.84252;;
38.79343;47.80571;;
38.7856;47.76099;;
38.77386;47.69515;;
38.73862;47.69515;;
38.67989;47.68724;;
38.64856;47.66088;;
38.58983;47.64505;;
38.45671;47.64505;;
38.43713;47.61603;;
38.35883;47.61603;;
38.34974;47.58498;;
38.31063;47.57794;;
38.29499;47.54628;;
38.28195;47.50579;;
38.29238;47.4776;;
38.29499;47.39472;;
38.28717;47.38413;;
38.26631;47.37177;;
38.22981;47.33998;;
38.21417;47.30994;;
38.3367;47.29933;;
38.32106;47.26396;;
38.2976;47.25688;;
38.28717;47.23919;;
38.23242;47.23742;;
38.24093;47.21688;;
38.23426;47.20205;;
